"pattern_id","region_id","longitude","latitude"
"6","309","122.08832","37.196032"
"6","310","121.591199","36.747059"
"6","310","121.54909","36.89397"
"6","311","122.481794","36.937783"
"6","311","122.486658","37.16516"
"6","311","122.585954","37.360539"
"6","311","122.565656","37.041366"
"6","312","122.011084","37.528261"
"6","312","122.187377","37.500168"
"6","312","122.123115","37.501735"
"6","312","122.011084","37.528261"
"6","313","117.157242","36.164988"
"6","314","116.208935","35.991311"
"6","315","117.087614","36.200252"
"6","316","119.31881","35.121985"
"6","316","119.31881","35.121985"
"6","306","118.831708","35.610928"
"6","317","119.526888","35.416377"
"6","317","119.526888","35.416377"
"6","318","120.517581","36.889167"
"6","319","120.377098","36.404209"
"6","320","120.19777","35.960688"
"6","321","118.465259","35.550078"
"7","1259","120.4984","31.257727"
"6","74","118.096923","35.665166"
"6","322","116.032978","36.45534"
"6","323","117.129188","34.806657"
"6","324","117.401494","35.50224"
"6","325","116.56958","35.422618"
"6","326","118.476461","37.683611"
"6","326","118.581147","37.633233"
"6","327","119.064277","37.797515"
"6","328","118.862911","37.939892"
"6","328","118.674767","37.434751"
"6","328","118.525519","37.886217"
"6","329","118.424519","37.050826"
"6","329","118.424519","37.050826"
"6","330","118.959169","37.44696"
"6","331","116.456444","37.322025"
"6","332","117.857539","38.139474"
"6","332","117.875801","38.261214"
"6","332","117.875801","38.261214"
"6","332","117.625846","37.770579"
"6","332","117.625846","37.770579"
"6","333","95.95854","33.868182"
"6","30","96.552512","33.20371"
"6","334","95.805463","34.137353"
"6","335","101.766327","36.825914"
"6","335","101.685503","36.926872"
"6","31","101.466689","35.035313"
"6","31","101.466565","35.035322"
"6","336","102.040094","35.943253"
"6","337","101.617719","34.734777"
"6","338","97.870541","36.721049"
"6","338","98.480195","36.929749"
"6","339","101.780199","36.620901"
"6","340","92.436851","34.214637"
"6","340","94.067003","35.639114"
"6","340","94.928293","36.407272"
"6","341","98.095844","36.302496"
"6","342","97.371415","37.369906"
"6","343","100.194953","35.387529"
"7","1123","117.236832","35.492939"
"6","344","101.10435","35.506779"
"6","345","102.694393","35.809474"
"6","346","101.611524","37.388567"
"6","347","100.99443","36.896467"
"6","348","100.145662","37.325096"
"6","34","100.245161","34.472179"
"6","349","98.209217","34.915645"
"6","350","100.737138","32.932723"
"6","350","100.737138","32.932723"
"6","350","100.737138","32.932723"
"6","351","104.990116","37.468812"
"6","351","105.190536","37.514564"
"6","351","105.152761","37.534693"
"6","352","108.362541","32.211617"
"6","352","105.643449","36.565189"
"6","353","106.143888","38.538807"
"6","354","106.340054","38.102655"
"6","354","106.340054","38.102655"
"6","355","107.060493","37.721836"
"6","356","106.310059","37.24758"
"6","357","106.07906","38.021579"
"6","357","106.07906","38.021579"
"6","358","106.523411","38.913923"
"6","348","99.854368","36.989823"
"6","359","106.38414","36.24773"
"6","360","105.766724","36.051163"
"6","361","106.232919","35.682131"
"6","360","105.510342","35.866673"
"6","362","123.014361","46.279308"
"6","362","122.899627","46.723154"
"6","363","121.020885","46.472846"
"6","5","116.816009","43.709844"
"6","5","116.047387","43.933212"
"6","364","118.115119","44.357582"
"7","1124","116.083517","35.797747"
"6","365","111.765617","40.817498"
"6","366","111.977943","43.65317"
"6","365","116.97526","45.497329"
"6","367","114.950185","44.022831"
"6","368","111.765617","40.817498"
"6","369","106.862234","39.764121"
"6","370","119.023385","42.935618"
"6","371","120.512794","44.452153"
"6","372","120.817974","43.072279"
"6","373","122.194557","42.783025"
"6","374","122.253487","43.619661"
"6","375","119.681242","45.533598"
"6","376","121.639432","47.175393"
"6","376","122.962151","48.118793"
"6","377","120.711639","49.285947"
"6","378","119.779335","49.229401"
"6","379","121.52053","50.78329"
"6","379","122.442288","51.623682"
"6","380","119.267265","48.834457"
"6","380","120.030267","48.284047"
"6","381","123.544782","49.432098"
"6","382","120.180506","50.243102"
"6","383","119.424026","49.328916"
"6","384","111.691369","40.82711"
"6","384","111.665325","40.858271"
"6","385","111.738807","40.556917"
"6","385","111.021324","40.833382"
"6","386","111.752447","40.801249"
"6","386","111.713707","40.810856"
"6","386","111.713707","40.810856"
"6","76","110.78691","40.26948"
"6","387","108.834051","38.616567"
"6","388","108.723479","40.502559"
"6","389","107.970606","39.09804"
"6","389","107.401701","38.897526"
"6","390","109.335055","39.806833"
"6","391","118.398704","41.574686"
"6","392","116.670513","43.35926"
"6","393","119.196283","44.647079"
"6","394","120.065533","43.872398"
"6","394","120.055329","43.868981"
"6","395","106.55201","40.575691"
"6","395","107.008248","40.330524"
"6","396","101.06494","41.95326"
"6","397","105.666208","38.833589"
"6","363","121.369932","45.950886"
"6","398","124.519023","48.477729"
"6","392","116.670513","43.35926"
"6","394","119.532302","44.93443"
"6","399","108.513653","41.58813"
"6","400","123.355701","42.741005"
"6","401","122.029938","41.191313"
"6","402","121.831235","40.931702"
"6","403","121.610039","41.487309"
"6","404","122.42482","42.004852"
"6","405","121.127003","41.095119"
"6","406","120.048063","40.448451"
"6","407","120.765933","40.960542"
"6","408","119.916254","40.821956"
"6","409","122.226955","42.713832"
"6","409","122.492777","42.71347"
"6","410","121.867289","41.932772"
"6","411","124.40229","40.17609"
"6","412","124.075347","40.415456"
"6","413","124.811515","40.915964"
"6","414","122.974777","39.966599"
"6","415","121.614682","38.914003"
"6","416","122.729528","39.026111"
"6","416","119.757437","39.986375"
"6","417","121.614682","38.914003"
"6","418","121.181182","38.739102"
"6","419","122.156111","39.157269"
"6","415","121.869251","29.476826"
"6","420","119.081095","40.801968"
"6","421","119.97803","41.05649"
"6","422","120.324276","41.784459"
"6","423","120.773898","41.795899"
"6","424","124.90352","41.291379"
"6","425","111.212425","34.765834"
"6","426","116.990583","28.081511"
"6","426","117.207499","28.287608"
"6","427","114.375909","27.801232"
"6","428","114.564551","28.539354"
"6","35","114.369858","28.515624"
"6","429","114.958812","28.935554"
"6","430","117.621339","28.296636"
"6","36","117.841721","29.260649"
"6","431","117.058445","28.694582"
"6","432","118.243416","28.076221"
"6","433","116.678385","29.133927"
"6","433","116.678385","29.133927"
"6","433","116.680317","29.133105"
"6","434","113.852571","27.672782"
"6","435","116.085166","29.05812"
"6","77","114.342079","29.056815"
"6","77","114.54479","29.023355"
"6","436","115.273139","29.315028"
"6","437","116.707936","29.986918"
"6","438","115.756893","29.354924"
"6","439","117.271365","29.305191"
"6","440","114.054032","26.257639"
"6","441","115.022064","27.039307"
"6","37","114.162662","26.564885"
"6","9","114.952119","25.824009"
"6","78","115.363475","26.338129"
"6","38","116.341144","26.301662"
"6","442","114.55177","25.784754"
"6","443","115.945188","26.240712"
"6","444","114.517697","24.597901"
"6","445","115.091149","25.682115"
"6","446","114.01579","25.888051"
"6","39","117.174363","27.758155"
"6","447","116.60564","27.697822"
"6","448","116.276054","28.045717"
"6","437","116.543863","29.877232"
"6","38","116.331532","26.022708"
"6","449","119.469303","32.192142"
"6","450","119.792896","32.318039"
"6","451","119.619325","33.304671"
"6","451","119.26708","33.165469"
"6","452","120.497095","33.61491"
"6","453","120.815417","32.983929"
"6","454","119.807859","31.356369"
"6","455","120.284381","31.527846"
"6","455","120.284381","31.527846"
"6","455","120.284381","31.527846"
"6","456","119.830916","32.916499"
"6","457","120.277124","31.98325"
"6","458","118.179951","34.106034"
"6","458","118.179951","34.106034"
"6","459","118.316681","33.23649"
"6","460","120.528596","30.968422"
"6","461","120.97941","31.17565"
"6","462","120.641487","32.076128"
"6","463","121.185201","32.331766"
"6","464","120.892522","31.967833"
"6","510","112.836787","29.51907"
"6","464","120.857253","32.010277"
"6","465","126.661669","45.742347"
"6","466","119.338901","34.760317"
"6","467","118.77406","34.528021"
"6","468","118.985524","33.18458"
"6","468","118.873132","33.294095"
"6","468","118.873132","33.294095"
"6","468","118.873132","33.294095"
"6","469","119.393829","33.007331"
"6","470","119.888901","31.641697"
"6","470","119.942441","31.701252"
"6","471","126.349887","42.141447"
"6","472","126.011068","43.363207"
"6","473","124.82932","44.343353"
"6","474","129.773675","43.313442"
"6","475","129.43452","42.764656"
"6","476","130.247355","43.063699"
"6","476","130.858171","42.93607"
"6","476","130.615582","42.947769"
"6","476","130.378919","42.888786"
"6","477","128.796478","42.609783"
"6","477","129.216293","42.752007"
"6","478","128.756042","43.681385"
"6","478","128.13316","43.36171"
"6","478","128.149825","43.744152"
"6","478","128.081125","43.526044"
"6","478","128.246566","43.379267"
"6","479","128.441254","42.034714"
"6","471","125.744654","42.284594"
"6","480","126.193873","41.119801"
"6","480","126.191036","41.116167"
"6","481","126.035781","42.684773"
"6","481","126.26382","42.626084"
"6","482","125.939697","41.728401"
"6","483","125.939697","41.728401"
"6","484","123.550423","44.840271"
"6","485","124.425027","45.211133"
"6","486","124.83151","45.147611"
"6","486","124.792839","45.186486"
"6","487","125.303025","43.3433"
"6","488","124.420516","43.057652"
"6","489","123.496739","43.98926"
"6","490","126.739369","42.974179"
"6","491","128.195587","41.415684"
"6","491","128.193845","41.414783"
"6","492","127.104509","42.681603"
"6","493","126.785818","42.3459"
"6","494","126.591178","42.056747"
"6","495","127.307499","42.556102"
"6","495","127.674576","42.761832"
"6","495","127.806132","42.038686"
"6","496","123.997269","45.905601"
"6","497","123.632965","45.949879"
"6","498","122.359589","45.0439"
"6","499","124.004951","45.695835"
"6","499","124.284683","45.523458"
"6","500","117.475115","30.671809"
"6","501","114.044546","26.491744"
"6","502","113.155074","27.829896"
"6","503","113.639983","26.718221"
"6","504","112.909113","28.209277"
"6","505","113.662306","28.146392"
"6","506","109.758172","29.677929"
"6","506","112.98381","28.112444"
"6","507","111.139424","29.430429"
"6","508","113.028626","29.254035"
"6","509","112.949716","29.090738"
"6","511","112.540448","29.530775"
"6","512","111.712879","26.168051"
"6","513","111.980103","25.397106"
"6","514","111.2935","26.393375"
"6","514","111.316809","26.400257"
"6","515","111.627605","25.346027"
"6","516","112.431733","28.650609"
"6","517","112.353451","28.763928"
"6","518","112.389941","29.352415"
"6","518","112.389941","29.352415"
"6","518","112.389941","29.352415"
"6","519","110.841256","28.352659"
"6","520","109.976025","28.993109"
"6","520","110.198044","28.799561"
"6","521","109.671458","29.355908"
"6","522","110.069474","28.663374"
"6","523","109.65905","28.712475"
"6","523","109.401035","28.702847"
"6","524","112.95405","27.8215"
"6","79","110.837328","26.455157"
"6","525","110.314344","26.359698"
"6","11","111.463852","27.64284"
"6","526","110.437599","28.758966"
"7","621","128.891345","46.217107"
"6","80","110.016502","27.897047"
"6","527","109.942872","26.858326"
"6","528","110.204356","28.004769"
"6","528","110.204356","28.004769"
"6","529","112.719919","27.251837"
"6","530","112.677414","26.740053"
"6","531","113.235841","25.977226"
"6","532","113.116587","26.127155"
"6","533","112.854767","24.988037"
"6","534","113.725059","25.847572"
"6","535","112.540448","29.530775"
"6","536","111.378705","28.655351"
"6","536","111.488985","28.90232"
"6","537","111.375859","29.581292"
"6","537","110.783544","29.935202"
"6","538","112.208179","28.822192"
"6","539","112.16675","29.412575"
"6","539","112.163765","29.597779"
"6","540","113.479666","30.745562"
"6","541","110.165415","32.167609"
"6","542","116.328286","39.731437"
"6","543","110.653938","30.423644"
"6","543","111.205408","30.470567"
"6","543","111.198479","30.466534"
"6","82","110.95433","31.015389"
"6","544","110.555339","30.084023"
"6","545","111.977038","30.367317"
"6","546","113.752958","31.021736"
"6","547","113.910769","30.91695"
"6","547","113.910769","30.91695"
"6","548","114.162047","31.331981"
"6","540","113.637984","30.573792"
"6","549","114.111402","31.39354"
"6","550","113.688955","31.25565"
"6","551","111.644015","32.392676"
"6","551","111.512167","32.173983"
"6","83","111.260624","31.873473"
"6","552","114.482832","29.606468"
"6","552","114.656806","29.399914"
"6","553","114.013443","29.896032"
"6","553","113.900385","29.725122"
"6","554","113.805298","30.182979"
"6","555","114.232384","30.235129"
"6","556","113.542065","31.805511"
"6","557","112.940912","31.621793"
"6","558","111.644015","32.392676"
"6","559","111.756455","30.174717"
"6","560","109.803276","31.594518"
"6","541","110.228524","32.222842"
"6","561","110.730127","32.810673"
"6","561","110.812101","32.834847"
"6","562","110.728645","32.438309"
"6","563","110.59767","32.720939"
"6","564","111.239378","32.78685"
"6","564","111.513318","32.540287"
"6","565","110.369346","31.396051"
"6","565","110.338533","31.428408"
"6","566","112.68153","30.59893"
"6","559","111.545052","29.96344"
"6","559","111.756455","30.174717"
"6","567","112.510759","29.636232"
"6","567","112.594408","29.851058"
"6","567","112.54892","29.80058"
"6","568","112.190282","30.352984"
"6","568","112.190282","30.352984"
"6","569","113.057087","29.653248"
"6","570","113.46875","29.825625"
"6","570","113.46875","29.825625"
"6","570","113.45665","29.809068"
"6","570","113.475984","29.827256"
"6","571","112.237615","30.066383"
"6","571","112.078639","30.152422"
"6","571","112.073998","29.777376"
"6","571","111.973574","29.813193"
"6","571","112.282323","29.919922"
"6","572","112.671143","30.787099"
"6","573","112.588581","30.709221"
"6","574","113.065269","31.012376"
"6","575","112.201657","31.05187"
"6","575","112.201657","31.05187"
"6","576","115.215211","29.830236"
"6","577","115.094279","30.2124"
"6","578","114.722162","30.245805"
"6","579","115.063148","30.42878"
"6","579","115.162796","30.251644"
"6","580","115.436423","30.226146"
"6","581","115.653825","31.104346"
"6","582","115.999496","29.886383"
"6","582","115.944219","30.070454"
"6","583","114.618134","31.288167"
"6","570","113.475984","29.827256"
"6","584","109.750716","30.024034"
"6","585","109.223002","29.726259"
"6","586","109.11831","30.030249"
"6","587","110.205371","30.085128"
"6","588","110.340756","31.042324"
"6","589","114.684731","30.100141"
"6","590","115.000752","30.263159"
"6","591","128.832401","47.851493"
"6","592","128.708114","47.44394"
"6","593","128.888611","46.959579"
"6","594","129.434186","48.592364"
"6","595","130.403564","48.889109"
"6","596","125.490952","45.983772"
"6","596","125.962419","46.050664"
"6","597","127.507586","46.880628"
"6","598","125.391778","47.214967"
"6","599","133.574998","46.711025"
"6","599","133.813373","47.070248"
"6","599","134.014125","46.79726"
"6","600","132.055962","46.708351"
"6","600","132.005981","46.032742"
"6","601","124.198784","47.227779"
"6","602","125.812706","47.985191"
"6","84","126.281449","47.427902"
"6","603","131.152546","44.412309"
"6","604","128.73703","44.1179"
"6","605","130.262283","44.523369"
"6","606","128.914039","44.478529"
"6","607","129.73089","44.489107"
"6","608","133.897278","48.217587"
"6","608","132.510919","47.642707"
"6","608","132.510919","47.642707"
"6","609","130.920852","46.58944"
"6","610","131.890341","47.217094"
"6","610","132.029774","47.216671"
"6","611","134.298917","48.351281"
"6","611","134.75354","48.357819"
"6","611","134.307884","48.364687"
"6","612","132.267807","45.458431"
"6","612","132.316683","45.365033"
"6","613","133.856169","46.490171"
"6","613","133.569106","46.377336"
"6","614","127.565239","48.757931"
"9","1677","118.703038","33.72314"
"6","614","128.47875","49.564252"
"6","615","126.067897","48.74181"
"6","615","127.676104","48.708559"
"6","496","126.110731","50.614493"
"6","496","125.117137","49.12585"
"6","496","125.848544","50.767914"
"6","616","126.644939","50.376394"
"6","616","126.774589","49.492863"
"6","616","126.945828","49.945446"
"6","617","126.661669","45.742347"
"6","618","130.609461","48.131495"
"6","618","130.828626","47.577495"
"6","619","130.129081","47.500071"
"6","620","127.551959","44.864156"
"6","620","127.99535","44.218201"
"6","621","128.755822","46.204064"
"6","622","127.386601","45.915739"
"6","622","127.385225","46.178108"
"6","623","124.709733","52.334512"
"6","623","125.278353","52.95934"
"6","623","119.427032","36.000286"
"6","624","124.296192","50.78983"
